polyid,geometry
3520,"POLYGON ((116.2163786367034 39.84221379999067, 116.2222222306536 39.84225312632411, 116.2222730500969 39.83774851618219, 116.216429837868 39.83770919609277, 116.2163786367034 39.84221379999067))"
3521,"POLYGON ((116.2222222306536 39.84225312632411, 116.2280658360348 39.84229215834635, 116.2281162737538 39.83778754200711, 116.2222730500969 39.83774851618219, 116.2222222306536 39.84225312632411))"
3522,"POLYGON ((116.2280658360348 39.84229215834635, 116.233909452761 39.84233089605571, 116.2339595087529 39.83782627356588, 116.2281162737538 39.83778754200711, 116.2280658360348 39.84229215834635))"
3523,"POLYGON ((116.233909452761 39.84233089605571, 116.2397530807464 39.84236933945051, 116.2398027550085 39.83786471085681, 116.2339595087529 39.83782627356588, 116.233909452761 39.84233089605571))"
3524,"POLYGON ((116.2397530807464 39.84236933945051, 116.2455967199053 39.84240748852908, 116.2456460124346 39.83790285387824, 116.2398027550085 39.83786471085681, 116.2397530807464 39.84236933945051))"
3525,"POLYGON ((116.2455967199053 39.84240748852908, 116.2514403701517 39.84244534328977, 116.2514892809455 39.83794070262849, 116.2456460124346 39.83790285387824, 116.2455967199053 39.84240748852908))"
3526,"POLYGON ((116.2514403701517 39.84244534328977, 116.2572840313997 39.84248290373093, 116.2573325604554 39.83797825710597, 116.2514892809455 39.83794070262849, 116.2514403701517 39.84244534328977))"
3527,"POLYGON ((116.2572840313997 39.84248290373093, 116.2631277035637 39.84252016985094, 116.2631758508783 39.83801551730901, 116.2573325604554 39.83797825710597, 116.2572840313997 39.84248290373093))"
3528,"POLYGON ((116.2631277035637 39.84252016985094, 116.2689713865576 39.84255714164819, 116.2690191521286 39.83805248323601, 116.2631758508783 39.83801551730901, 116.2631277035637 39.84252016985094))"
3529,"POLYGON ((116.2689713865576 39.84255714164819, 116.2748150802956 39.84259381912108, 116.2748624641203 39.83808915488536, 116.2690191521286 39.83805248323601, 116.2689713865576 39.84255714164819))"
3530,"POLYGON ((116.2748150802956 39.84259381912108, 116.280658784692 39.842630202268, 116.2807057867676 39.8381255322555, 116.2748624641203 39.83808915488536, 116.2748150802956 39.84259381912108))"
3531,"POLYGON ((116.280658784692 39.842630202268, 116.2865024996607 39.84266629108738, 116.2865491199847 39.8381616153448, 116.2807057867676 39.8381255322555, 116.280658784692 39.842630202268))"
3532,"POLYGON ((116.2865024996607 39.84266629108738, 116.2923462251161 39.84270208557768, 116.2923924636857 39.83819740415176, 116.2865491199847 39.8381616153448, 116.2865024996607 39.84266629108738))"
3533,"POLYGON ((116.2923462251161 39.84270208557768, 116.2981899609722 39.8427375857373, 116.2982358177849 39.83823289867477, 116.2923924636857 39.83819740415176, 116.2923462251161 39.84270208557768))"
3534,"POLYGON ((116.2981899609722 39.8427375857373, 116.3040337071432 39.84277279156477, 116.3040791821964 39.83826809891234, 116.2982358177849 39.83823289867477, 116.2981899609722 39.8427375857373))"
3535,"POLYGON ((116.3040337071432 39.84277279156477, 116.3098774635431 39.8428077030585, 116.3099225568344 39.83830300486291, 116.3040791821964 39.83826809891234, 116.3040337071432 39.84277279156477))"
3536,"POLYGON ((116.3098774635431 39.8428077030585, 116.3157212300863 39.842842320217, 116.3157659416129 39.83833761652497, 116.3099225568344 39.83830300486291, 116.3098774635431 39.8428077030585))"
3537,"POLYGON ((116.3157212300863 39.842842320217, 116.3215650066867 39.84287664303879, 116.3216093364462 39.83837193389705, 116.3157659416129 39.83833761652497, 116.3157212300863 39.842842320217))"
3538,"POLYGON ((116.3215650066867 39.84287664303879, 116.3274087932586 39.84291067152234, 116.3274527412485 39.83840595697763, 116.3216093364462 39.83837193389705, 116.3215650066867 39.84287664303879))"
3539,"POLYGON ((116.3274087932586 39.84291067152234, 116.333252589716 39.84294440566621, 116.3332961559339 39.83843968576525, 116.3274527412485 39.83840595697763, 116.3274087932586 39.84291067152234))"
3540,"POLYGON ((116.333252589716 39.84294440566621, 116.3390963959732 39.84297784546892, 116.3391395804165 39.83847312025845, 116.3332961559339 39.83843968576525, 116.333252589716 39.84294440566621))"
3541,"POLYGON ((116.3390963959732 39.84297784546892, 116.3449402119442 39.84301099092902, 116.3449830146106 39.83850626045578, 116.3391395804165 39.83847312025845, 116.3390963959732 39.84297784546892))"
3542,"POLYGON ((116.3449402119442 39.84301099092902, 116.3507840375432 39.84304384204511, 116.3508264584303 39.8385391063558, 116.3449830146106 39.83850626045578, 116.3449402119442 39.84301099092902))"
3543,"POLYGON ((116.3507840375432 39.84304384204511, 116.3566278726844 39.8430763988157, 116.3566699117897 39.83857165795708, 116.3508264584303 39.8385391063558, 116.3507840375432 39.84304384204511))"
3544,"POLYGON ((116.3566278726844 39.8430763988157, 116.3624717172818 39.84310866123943, 116.362513374603 39.83860391525822, 116.3566699117897 39.83857165795708, 116.3566278726844 39.8430763988157))"
3545,"POLYGON ((116.3624717172818 39.84310866123943, 116.3683155712496 39.84314062931489, 116.3683568467843 39.83863587825781, 116.362513374603 39.83860391525822, 116.3624717172818 39.84310866123943))"
3546,"POLYGON ((116.3683155712496 39.84314062931489, 116.3741594345019 39.84317230304069, 116.3742003282478 39.83866754695448, 116.3683568467843 39.83863587825781, 116.3683155712496 39.84314062931489))"
3547,"POLYGON ((116.3741594345019 39.84317230304069, 116.3800033069529 39.84320368241545, 116.3800438189077 39.83869892134687, 116.3742003282478 39.83866754695448, 116.3741594345019 39.84317230304069))"
3548,"POLYGON ((116.3800033069529 39.84320368241545, 116.3858471885167 39.84323476743783, 116.3858873186781 39.83873000143357, 116.3800438189077 39.83869892134687, 116.3800033069529 39.84320368241545))"
3549,"POLYGON ((116.3858471885167 39.84323476743783, 116.3916910791074 39.84326555810647, 116.3917308274732 39.83876078721327, 116.3858873186781 39.83873000143357, 116.3858471885167 39.84323476743783))"
3550,"POLYGON ((116.3916910791074 39.84326555810647, 116.3975349786391 39.84329605442003, 116.3975743452071 39.83879127868464, 116.3917308274732 39.83876078721327, 116.3916910791074 39.84326555810647))"
3551,"POLYGON ((116.3975349786391 39.84329605442003, 116.4033788870261 39.8433262563772, 116.4034178717939 39.83882147584634, 116.3975743452071 39.83879127868464, 116.3975349786391 39.84329605442003))"
3552,"POLYGON ((116.4033788870261 39.8433262563772, 116.4092228041823 39.84335616397666, 116.4092614071479 39.83885137869706, 116.4034178717939 39.83882147584634, 116.4033788870261 39.8433262563772))"
3553,"POLYGON ((116.4092228041823 39.84335616397666, 116.415066730022 39.84338577721712, 116.4151049511831 39.83888098723553, 116.4092614071479 39.83885137869706, 116.4092228041823 39.84335616397666))"
3554,"POLYGON ((116.415066730022 39.84338577721712, 116.4209106644593 39.84341509609729, 116.4209485038138 39.83891030146044, 116.4151049511831 39.83888098723553, 116.415066730022 39.84338577721712))"
3555,"POLYGON ((116.4209106644593 39.84341509609729, 116.4267546074082 39.8434441206159, 116.426792064954 39.83893932137053, 116.4209485038138 39.83891030146044, 116.4209106644593 39.84341509609729))"
3556,"POLYGON ((116.4267546074082 39.8434441206159, 116.432598558783 39.84347285077172, 116.4326356345179 39.83896804696455, 116.426792064954 39.83893932137053, 116.4267546074082 39.8434441206159))"
3557,"POLYGON ((116.432598558783 39.84347285077172, 116.4384425184976 39.84350128656344, 116.4384792124197 39.83899647824124, 116.4326356345179 39.83896804696455, 116.432598558783 39.84347285077172))"
3558,"POLYGON ((116.4384425184976 39.84350128656344, 116.4442864864664 39.84352942798991, 116.4443227985734 39.83902461519936, 116.4384792124197 39.83899647824124, 116.4384425184976 39.84350128656344))"
3559,"POLYGON ((116.4442864864664 39.84352942798991, 116.4501304626033 39.84355727504985, 116.4501663928933 39.83905245783772, 116.4443227985734 39.83902461519936, 116.4442864864664 39.84352942798991))"
3560,"POLYGON ((116.4501304626033 39.84355727504985, 116.4559744468226 39.84358482774207, 116.4560099952935 39.83908000615509, 116.4501663928933 39.83905245783772, 116.4501304626033 39.84355727504985))"
3561,"POLYGON ((116.4559744468226 39.84358482774207, 116.4618184390383 39.84361208606538, 116.4618536056881 39.8391072601503, 116.4560099952935 39.83908000615509, 116.4559744468226 39.84358482774207))"
3562,"POLYGON ((116.4618184390383 39.84361208606538, 116.4676624391645 39.84363905001859, 116.4676972239913 39.83913421982214, 116.4618536056881 39.8391072601503, 116.4618184390383 39.84361208606538))"
3563,"POLYGON ((116.4676624391645 39.84363905001859, 116.4735064471154 39.84366571960054, 116.4735408501172 39.83916088516946, 116.4676972239913 39.83913421982214, 116.4676624391645 39.84363905001859))"
3564,"POLYGON ((116.4735064471154 39.84366571960054, 116.4793504628051 39.84369209481007, 116.4793844839799 39.83918725619108, 116.4735408501172 39.83916088516946, 116.4735064471154 39.84366571960054))"
3565,"POLYGON ((116.4793504628051 39.84369209481007, 116.4851944861476 39.84371817564603, 116.4852281254936 39.83921333288589, 116.4793844839799 39.83918725619108, 116.4793504628051 39.84369209481007))"
3566,"POLYGON ((116.4851944861476 39.84371817564603, 116.4910385170572 39.84374396210731, 116.4910717745725 39.83923911525272, 116.4852281254936 39.83921333288589, 116.4851944861476 39.84371817564603))"
3567,"POLYGON ((116.4910385170572 39.84374396210731, 116.496882555448 39.84376945419277, 116.4969154311306 39.83926460329051, 116.4910717745725 39.83923911525272, 116.4910385170572 39.84374396210731))"
3568,"POLYGON ((116.496882555448 39.84376945419277, 116.502726601234 39.84379465190131, 116.5027590950821 39.83928979699812, 116.4969154311306 39.83926460329051, 116.496882555448 39.84376945419277))"
3569,"POLYGON ((116.502726601234 39.84379465190131, 116.5085706543294 39.84381955523184, 116.5086027663412 39.83931469637444, 116.5027590950821 39.83928979699812, 116.502726601234 39.84379465190131))"
3570,"POLYGON ((116.5085706543294 39.84381955523184, 116.5144147146482 39.84384416418329, 116.5144464448219 39.83933930141843, 116.5086027663412 39.83931469637444, 116.5085706543294 39.84381955523184))"
3571,"POLYGON ((116.5144147146482 39.84384416418329, 116.5202587821047 39.84386847875457, 116.5202901304385 39.839363612129, 116.5144464448219 39.83933930141843, 116.5144147146482 39.84384416418329))"
3572,"POLYGON ((116.5202587821047 39.84386847875457, 116.5261028566128 39.84389249894467, 116.526133823105 39.83938762850509, 116.5202901304385 39.839363612129, 116.5202587821047 39.84386847875457))"
3573,"POLYGON ((116.5261028566128 39.84389249894467, 116.5319469380868 39.8439162247525, 116.5319775227355 39.83941135054568, 116.526133823105 39.83938762850509, 116.5261028566128 39.84389249894467))"
3574,"POLYGON ((116.5319469380868 39.8439162247525, 116.5377910264408 39.84393965617706, 116.5378212292443 39.83943477824972, 116.5319775227355 39.83941135054568, 116.5319469380868 39.8439162247525))"
3575,"POLYGON ((116.5377910264408 39.84393965617706, 116.5436351215887 39.84396279321731, 116.5436649425455 39.83945791161622, 116.5378212292443 39.83943477824972, 116.5377910264408 39.84393965617706))"
3576,"POLYGON ((116.5436351215887 39.84396279321731, 116.5494792234449 39.84398563587228, 116.5495086625531 39.83948075064416, 116.5436649425455 39.83945791161622, 116.5436351215887 39.84396279321731))"
3577,"POLYGON ((116.5494792234449 39.84398563587228, 116.5553233319233 39.84400818414095, 116.5553523891813 39.83950329533255, 116.5495086625531 39.83948075064416, 116.5494792234449 39.84398563587228))"
3578,"POLYGON ((116.5553233319233 39.84400818414095, 116.5611674469381 39.84403043802237, 116.5611961223443 39.83952554568042, 116.5553523891813 39.83950329533255, 116.5553233319233 39.84400818414095))"
3579,"POLYGON ((116.5611674469381 39.84403043802237, 116.5670115684034 39.84405239751555, 116.5670398619562 39.8395475016868, 116.5611961223443 39.83952554568042, 116.5611674469381 39.84403043802237))"
3580,"POLYGON ((116.5670115684034 39.84405239751555, 116.5728556962332 39.84407406261954, 116.572883607931 39.83956916335075, 116.5670398619562 39.8395475016868, 116.5670115684034 39.84405239751555))"
3581,"POLYGON ((116.5728556962332 39.84407406261954, 116.5786998303418 39.84409543333342, 116.578727360183 39.83959053067132, 116.572883607931 39.83956916335075, 116.5728556962332 39.84407406261954))"
3582,"POLYGON ((116.5786998303418 39.84409543333342, 116.5845439706432 39.84411650965626, 116.5845711186263 39.83961160364757, 116.578727360183 39.83959053067132, 116.5786998303418 39.84409543333342))"
3583,"POLYGON ((116.5845439706432 39.84411650965626, 116.5903881170515 39.84413729158712, 116.5904148831749 39.83963238227862, 116.5845711186263 39.83961160364757, 116.5845439706432 39.84411650965626))"
3584,"POLYGON ((116.5903881170515 39.84413729158712, 116.5962322694808 39.84415777912514, 116.5962586537431 39.83965286656353, 116.5904148831749 39.83963238227862, 116.5903881170515 39.84413729158712))"
3585,"POLYGON ((116.5962322694808 39.84415777912514, 116.6020764278453 39.84417797226939, 116.6021024302449 39.83967305650145, 116.5962586537431 39.83965286656353, 116.5962322694808 39.84415777912514))"
3586,"POLYGON ((116.6020764278453 39.84417797226939, 116.607920592059 39.84419787101903, 116.6079462125945 39.83969295209149, 116.6021024302449 39.83967305650145, 116.6020764278453 39.84417797226939))"
3587,"POLYGON ((116.607920592059 39.84419787101903, 116.613764762036 39.84421747537318, 116.6137900007059 39.83971255333276, 116.6079462125945 39.83969295209149, 116.607920592059 39.84419787101903))"
3588,"POLYGON ((116.613764762036 39.84421747537318, 116.6196089376905 39.84423678533098, 116.6196337944935 39.83973186022445, 116.6137900007059 39.83971255333276, 116.613764762036 39.84421747537318))"
3589,"POLYGON ((116.6196089376905 39.84423678533098, 116.6254531189365 39.84425580089162, 116.6254775938711 39.83975087276572, 116.6196337944935 39.83973186022445, 116.6196089376905 39.84423678533098))"
3590,"POLYGON ((116.6254531189365 39.84425580089162, 116.6312973056882 39.84427452205426, 116.631321398753 39.83976959095573, 116.6254775938711 39.83975087276572, 116.6254531189365 39.84425580089162))"
3591,"POLYGON ((116.6312973056882 39.84427452205426, 116.6371414978597 39.84429294881808, 116.6371652090533 39.83978801479368, 116.631321398753 39.83976959095573, 116.6312973056882 39.84427452205426))"
3592,"POLYGON ((116.6371414978597 39.84429294881808, 116.6429856953649 39.84431108118229, 116.6430090246862 39.83980614427875, 116.6371652090533 39.83978801479368, 116.6371414978597 39.84429294881808))"
3593,"POLYGON ((116.6429856953649 39.84431108118229, 116.6488298981182 39.84432891914611, 116.6488528455656 39.83982397941018, 116.6430090246862 39.83980614427875, 116.6429856953649 39.84431108118229))"
3594,"POLYGON ((116.6488298981182 39.84432891914611, 116.6546741060335 39.84434646270877, 116.6546966716059 39.83984152018719, 116.6488528455656 39.83982397941018, 116.6488298981182 39.84432891914611))"
3595,"POLYGON ((116.6546741060335 39.84434646270877, 116.660518319025 39.84436371186949, 116.660540502721 39.83985876660901, 116.6546966716059 39.83984152018719, 116.6546741060335 39.84434646270877))"
3596,"POLYGON ((116.660518319025 39.84436371186949, 116.6663625370067 39.84438066662753, 116.6663843388252 39.8398757186749, 116.660540502721 39.83985876660901, 116.660518319025 39.84436371186949))"
